Date,Open,High,Low,Close,Adj Close,Volume
2024-09-19,7.63,7.88,7.55,7.72,7.72,51664849
2024-09-20,7.71,7.71,7.46,7.54,7.54,55710770
2024-09-23,7.48,7.56,7.43,7.51,7.51,32815344
2024-09-24,7.58,8.26,7.57,8.26,8.26,151028575
2024-09-25,8.4,8.65,8.35,8.37,8.37,160396997
2024-09-26,8.38,8.8,8.32,8.79,8.79,115428273
2024-09-27,8.92,9.59,8.92,9.42,9.42,175631133
2024-09-30,9.82,10.36,9.62,10.36,10.36,223552143
2024-10-08,11.4,11.4,10.43,11.17,11.17,275275801
2024-10-09,10.7,10.84,10.05,10.05,10.05,193964578
2024-10-10,10.0,10.34,9.65,9.81,9.81,124011831
2024-10-11,9.73,9.74,9.22,9.35,9.35,85385860
2024-10-14,9.36,9.65,9.26,9.5,9.5,86659229
2024-10-15,9.43,9.68,9.29,9.29,9.29,87300385
2024-10-16,9.16,9.27,8.94,9.04,9.04,87455798
2024-10-17,9.11,9.17,8.86,8.88,8.88,73729348
2024-10-18,8.83,9.47,8.78,9.2,9.2,120572938
2024-10-21,9.32,10.12,9.25,9.81,9.81,235370618
2024-10-22,9.64,10.24,9.45,10.12,10.12,229170960
2024-10-23,10.01,11.13,9.9,11.13,11.13,379001086
2024-10-24,11.34,11.4,10.74,10.76,10.76,342728379
2024-10-25,10.84,11.84,10.84,11.84,11.84,109082247
2024-10-28,12.33,12.91,12.2,12.68,12.68,435118254
2024-10-29,12.68,13.5,12.06,12.08,12.08,351311740
2024-10-30,11.6,12.55,11.41,12.18,12.18,277607404
2024-10-31,12.48,13.0,12.12,12.67,12.67,263273427
2024-11-01,12.47,12.47,11.7,11.79,11.79,199939793
2024-11-04,11.55,11.93,11.49,11.66,11.66,129451291
2024-11-05,11.63,11.88,11.41,11.7,11.7,167754036
2024-11-06,11.8,12.18,11.58,11.64,11.64,184064096
2024-11-07,11.15,11.59,11.04,11.56,11.56,158196306
2024-11-08,11.78,11.82,11.51,11.57,11.57,159543461
2024-11-11,11.57,12.39,11.5,12.15,12.15,205705634
2024-11-12,12.2,12.66,11.94,12.08,12.08,176989954
2024-11-13,11.92,12.26,11.72,12.0,12.0,140417680
2024-11-14,12.08,12.1,11.25,11.28,11.28,129590731
2024-11-15,11.27,11.35,10.68,10.68,10.68,121616132
2024-11-18,10.64,10.91,10.39,10.57,10.57,91950612
2024-11-19,10.66,10.85,10.38,10.8,10.8,79305196
2024-11-20,10.77,10.91,10.64,10.77,10.77,81404943
2024-11-21,11.16,11.25,10.62,10.78,10.78,103806252
2024-11-22,10.64,10.71,10.15,10.15,10.15,105570952
2024-11-25,10.09,10.28,9.98,10.19,10.19,74790456
2024-11-26,10.21,10.49,10.08,10.1,10.1,71644068
2024-11-27,10.2,10.37,9.99,10.35,10.35,78830662
2024-11-28,10.38,10.62,10.3,10.4,10.4,93309237
2024-11-29,10.35,10.64,10.29,10.52,10.52,88578416
2024-12-02,10.29,10.66,10.07,10.65,10.65,110212172
2024-12-03,10.8,10.84,10.43,10.59,10.59,84949322
2024-12-04,10.53,10.63,10.15,10.21,10.21,87457009
2024-12-05,10.16,10.29,10.11,10.24,10.24,51867456
2024-12-06,10.2,10.26,9.87,10.18,10.18,109120711
2024-12-09,10.15,10.2,9.93,9.98,9.98,74652741
2024-12-10,10.28,10.31,9.94,9.95,9.95,96840429
2024-12-11,9.91,10.04,9.88,9.99,9.99,63966216
2024-12-12,9.95,10.12,9.9,10.04,10.04,74340030
2024-12-13,10.0,10.0,9.68,9.69,9.69,92722315
2024-12-16,9.7,9.75,9.44,9.52,9.52,69704268
2024-12-17,9.51,9.57,9.38,9.4,9.4,57208366
2024-12-18,9.44,9.48,9.34,9.38,9.38,43231932
2024-12-19,9.29,9.43,9.2,9.42,9.42,53931155
2024-12-20,9.39,9.47,9.32,9.36,9.36,52545161
2024-12-23,9.34,9.55,9.23,9.26,9.26,74002704
2024-12-24,9.29,9.51,9.28,9.32,9.32,66912415
2024-12-25,9.5,9.59,9.25,9.35,9.35,63786425
2024-12-26,9.29,9.34,9.1,9.15,9.15,98513392
2024-12-27,9.1,9.23,9.05,9.13,9.13,62742365
2024-12-30,9.15,9.2,9.01,9.17,9.17,59907661
2024-12-31,9.13,9.24,8.87,8.87,8.87,68367834
